id,original,detected_language,confidence,translated_text
979,"salut, desenvolupament i medi ambient",ca,100,"Health, Development and Environment"
980,"alimentació, salut i cultura",ca,100,"food, health and culture"
981,sistemes mèdics,ca,100,medical systems
982,seminari de recerca,ca,100,seminari de recerca
983,demografia i epidemiologia,ca,100,demography and epidemiology
984,"antropologia de la dependència, l’envelliment i les pràctiques de cura",ca,100,"anthropology of dependency, aging and care practices"
985,antropologia i salut global,ca,100,anthropology and global health
986,antropologia i salut mental,ca,100,anthropology and mental health
987,orientacions teòriques en antropologia mèdica,ca,100,Theoretical orientations in medical anthropology
988,"teories sobre la subjectivitat: ment, cos, cervell",ca,100,"theories about subjectivity: mind, body, brain"
989,pràctiques acadèmiques externes,ca,100,external academic practices
990,treball de fi de màster,ca,100,Final Masterwork
991,antropologia i ciències de la salut,ca,100,anthropology and health sciences
992,dissenys i tècniques avançades en antropologia mèdica 1,ca,100,advanced designs and techniques in medical anthropology 1
993,salut i societat en la història d’occident,ca,100,Health and society in the history of the West
994,"polítiques públiques, desigualtat i salut",ca,100,"public policy, inequality and health"
995,dissenys i tècniques avançades en antropologia mèdica 2,ca,100,advanced designs and techniques in medical anthropology 2
996,estudis avançats en salut global,ca,100,Advanced studies in global health
997,fonaments del periodisme,ca,100,fundaments of journalism
998,taller de projectes de recerca i professionals,ca,100,workshop of research projects and professionals
999,escriptura creativa,ca,100,creative writing
1000,realització de programes i ficcions,ca,100,conduct of programs and fictions
1001,opinió pública,ca,100,public opinion
1002,ordenament jurídic i sistema polític,ca,100,legal order and political system
1003,creació audiovisual i identitats,ca,100,audiovisual creation and identities
1004,introducció a l’economia i a l’empresa,ca,100,introduction to economics and the company
1005,teoria i tècnica del llenguatge audiovisual,ca,100,theory and technique of audiovisual language
1006,disseny gràfic i multimèdia,ca,100,graphic and multimedia design
1007,història de l’audiovisual,ca,100,audiovisual history
1008,teoria i anàlisi cinematogràfica i televisiva,ca,100,theory and film and television analysis
1009,gestió de continguts als mercats audiovisual i publicitari,ca,100,content management in the audiovisual and advertising markets
1010,periodisme i crítica cultural,ca,100,periodism and cultural criticism
1011,estàndard oral i escrit de la llengua (català),ca,100,oral and written standard of the language (Catalan)
1012,corrents estètics contemporanis en comunicació,ca,100,contemporary aesthetic currents in communication
1013,dret de la comunicació,ca,100,right of communication
1014,infodisseny,ca,100,infodisseny
1015,introducció a la psicologia,ca,100,introduction to psychology
1016,tecnologia audiovisual i d’internet,ca,100,audiovisual and internet technology
1017,comunicació i expressió oral,ca,100,communication and oral expression
1018,fonaments de la comunicació publicitària i de les relacions públiques,ca,100,fundaments of advertising communication and public relations
1019,narrativa i guió audiovisual,ca,100,narrative and audiovisual script
1020,gèneres i formats audiovisuals,ca,100,genera and audiovisual formats
1021,treball de fi de grau,ca,100,end-of-degree work
1022,pràctiques acadèmiques externes,ca,100,external academic practices
1023,estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
1024,"globalització, cultura i societat",ca,100,"globalization, culture and society"
1025,estructura i canvi social,ca,100,structure and social change
1026,comunicació política,ca,100,political communication
1027,direcció de fotografia,ca,100,direction of photography
1028,estàndard oral i escrit de la llengua (castellà),ca,100,oral and written standard of the language (Spanish)
1029,història i estructura de la comunicació,ca,100,history and structure of communication
1030,producció audiovisual,ca,100,audiovisual production
1031,expressió corporal i comunicació no verbal,ca,100,corporal expression and nonverbal communication
1032,"gènere, sexualitats i comunicació",ca,100,"gender, sexuality and communication"
1033,fotografia documental i publicitària,ca,100,documentary and advertising photography
1034,postproducció d’imatge i so,ca,100,image and sound postproduction
1035,teoria de la imatge,ca,100,theory of the image
1036,producció de projectes multimèdia,ca,100,production of multimedia projects
1037,història del món actual,ca,100,history of the current world
1038,materials i tècniques per a l’ensenyament de la llengua anglesa,ca,100,materials and techniques for teaching the English language
1039,treball de fi de màster,ca,100,Final Masterwork
1040,aprenentatge integrat de continguts i llengües estrangeres (*aicle),ca,100,integrated learning of foreign content and languages (*aicle)
1041,aprenentatge de la llengua assistit per ordinador (alao) i noves tecnologies en l’ensenyament de l/a,ca,100,learning the computer-assisted language (alao) and new technologies in teaching the language
1042,gramàtica i lèxic a la classe de llengua anglesa,ca,100,grammar and lexicon to the English language class
1043,metodologia de l’ensenyament de segones llengües,ca,100,methodology of the teaching of second languages
1044,anglès per a finalitats específiques,ca,100,English for specific purposes
1045,pràctiques externes,ca,100,external practices
1046,mètodes i eines de recerca en l’ensenyament de la llengua anglesa,ca,100,method and research tools in teaching the English language
1047,pragmàtica a la classe de llengua anglesa,ca,100,pragmatic to the English language class
1048,adquisició de segones llengües,ca,100,acquisition of second languages
1049,la pronunciació a la classe de llengua anglesa,ca,100,the pronunciation in the English language class
1050,cultura a la classe de llengua estrangera,ca,100,culture in the foreign language class
1051,treball de fi de màster,ca,100,Final Masterwork
1052,corrents teòrics i mètodes de l’anàlisi literària,ca,100,theoretic currents and methods of literary analysis
1053,comunicació i transferència de la recerca,ca,100,communication and research transfer
1054,"gestió, visibilitat i avaluació de la recerca",ca,100,"management, visibility and research evaluation"
1055,treball de fi de màster,ca,100,Final Masterwork
1056,pràctiques externes,ca,100,external practices
1057,"democràcies, dictadures, feixismes i populismes a europa i amèrica al segle xx",ca,100,"democracy, dictatorships, fascisms and populisms in Europe and America in the 20th century"
1058,mètodes d’investigació en lingüística aplicada,ca,100,research methods in applied linguistics
1059,"art, política i societat",ca,100,"art, politics and society"
1060,usos i funcions de la imatge,ca,100,uses and functions of the image
1061,intercanvis culturals i influències artístiques,ca,100,cultural exchanges and artistic influences
1062,sociabilitats i construccions de la ciutadania,ca,100,sociability and constructions of citizenship
